timestamp_utc,price_da_eur_mwh,load_forecast_mw,wind_onshore_forecast_mw,wind_offshore_forecast_mw,solar_forecast_mw,timestamp_cet,hour,day_of_week,month,is_weekend,wind_total_forecast_mw,renewable_forecast_mw,residual_load_forecast_mw,price_lag_24,price_lag_168,price_roll_7d,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos
2024-12-31 23:00:00+00:00,2.16,56329.73,38472.25,3759.5,0.0,2025-01-01 00:00:00+01:00,0,2,1,0,42231.75,42231.75,14097.980000000003,,,,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 00:00:00+00:00,1.6,55762.59,38931.25,3795.0,0.0,2025-01-01 01:00:00+01:00,1,2,1,0,42726.25,42726.25,13036.339999999997,,,,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 01:00:00+00:00,0.0,55383.39,39389.0,3826.0,0.0,2025-01-01 02:00:00+01:00,2,2,1,0,43215.0,43215.0,12168.39,,,,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 02:00:00+00:00,-0.01,53579.01,39347.5,3337.0,0.0,2025-01-01 03:00:00+01:00,3,2,1,0,42684.5,42684.5,10894.510000000002,,,,0.7071067811865476,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 03:00:00+00:00,-0.01,53365.55,39681.5,3213.75,0.0,2025-01-01 04:00:00+01:00,4,2,1,0,42895.25,42895.25,10470.300000000003,,,,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 04:00:00+00:00,-0.06,53517.44,40194.75,3071.0,0.0,2025-01-01 05:00:00+01:00,5,2,1,0,43265.75,43265.75,10251.690000000002,,,,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 05:00:00+00:00,-0.09,54815.07,41490.75,2973.0,0.0,2025-01-01 06:00:00+01:00,6,2,1,0,44463.75,44463.75,10351.32,,,,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 06:00:00+00:00,-0.01,57105.84,41523.25,2878.25,0.0,2025-01-01 07:00:00+01:00,7,2,1,0,44401.5,44401.5,12704.339999999997,,,,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 07:00:00+00:00,-0.01,59169.03,41637.5,2724.25,823.5,2025-01-01 08:00:00+01:00,8,2,1,0,44361.75,45185.25,13983.779999999999,,,,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 08:00:00+00:00,-0.04,63272.12,41961.75,2578.75,4729.5,2025-01-01 09:00:00+01:00,9,2,1,0,44540.5,49270.0,14002.120000000003,,,,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 09:00:00+00:00,-0.03,67028.55,42128.75,2526.0,9130.0,2025-01-01 10:00:00+01:00,10,2,1,0,44654.75,53784.75,13243.800000000003,,,,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 10:00:00+00:00,-0.1,68627.34,42324.25,2503.75,12410.75,2025-01-01 11:00:00+01:00,11,2,1,0,44828.0,57238.75,11388.589999999997,,,,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 11:00:00+00:00,-0.05,70262.05,42716.5,2577.25,13401.75,2025-01-01 12:00:00+01:00,12,2,1,0,45293.75,58695.5,11566.550000000003,,,,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 12:00:00+00:00,-0.1,68420.13,43604.5,2787.0,11599.25,2025-01-01 13:00:00+01:00,13,2,1,0,46391.5,57990.75,10429.380000000005,,,,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 13:00:00+00:00,-1.01,66517.13,44152.75,3262.25,7771.25,2025-01-01 14:00:00+01:00,14,2,1,0,47415.0,55186.25,11330.880000000005,,,,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2025-01-01 14:00:00+00:00,-0.01,64961.34,44829.25,3859.0,3226.5,2025-01-01 15:00:00+01:00,15,2,1,0,48688.25,51914.75,13046.589999999997,,,,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
